fips`tmedian_sale_price
01001	224160
01003	343870
01005	123100
01007	143650
01009	183840
01011	88940
01013	111670
01015	168460
01017	145280
01019	185820
01021	154150
01023	125230
01025	141580
01027	162080
01029	161520
01031	201950
01033	175550
01035	113470
01037	125230
01039	159610
01041	121420
01043	228500
01045	144600
01047	109100
01049	175630
01051	260410
01053	137430
01055	213530
01057	135750
01059	143370
01061	129020
01063	96780
01065	141480
01067	158640
01069	200820
01071	163310
01073	269740
01075	126230
01077	229980
01079	163030
01081	332500
01083	400000
01085	91300
01087	107190
01089	340340
01091	115820
01093	116830
01095	222900
01097	206610
01099	128700
01101	193360
01103	240170
01105	98230
01107	138110
01109	166890
01111	206100
01113	167870
01115	242010
01117	353810
01119	94200
01121	172940
01123	162190
01125	278030
01127	142020
01129	171150
01131	94310
01133	123770
02013	155730
02016	452310
02020	412250
02050	130160
02060	291180
02068	282760
02070	176780
02090	333660
02100	344170
02105	195000
02110	466770
02122	321070
02130	409030
02150	413020
02158	199000
02164	179260
02170	364610
02180	216930
02185	237000
02188	175380
02195	399000
02198	290000
02220	477130
02230	0
02240	283620
02261	0
02275	0
02282	199660
02290	94760
04001	56520
04003	252270
04005	517250
04007	264930
04009	415000
04011	146190
04012	126140
04013	509180
04015	314540
04017	258920
04019	367390
04021	402610
04023	288000
04025	481770
04027	290000
05001	143610
05003	98550
05005	183560
05007	371063
05009	199000
05011	150000
05013	380000
05015	331000
05017	100440
05019	72500
05021	112500
05023	300000
05025	150000
05027	92750
05029	152050
05031	202960
05033	229000
05035	188950
05037	115420
05039	120000
05041	98890
05043	141840
05045	261680
05047	235980
05049	144000
05051	238980
05053	277450
05055	135500
05057	111200
05059	141950
05061	185000
05063	133730
05065	135510
05067	97500
05069	148000
05071	173000
05073	315000
05075	168000
05077	125000
05079	155000
05081	125850
05083	850000
05085	207530
05087	329125
05089	189900
05091	205000
05093	43000
05095	53000
05097	291000
05099	672360
05101	198440
05103	110540
05105	141750
05107	84570
05109	128070
05111	108280
05113	136060
05115	179460
05117	97110
05119	243920
05121	131070
05123	97330
05125	258180
05127	123080
05129	119970
05131	213120
05133	123970
05135	104990
05137	165810
05139	127300
05141	135730
05143	360140
05145	194330
05147	107430
05149	145720
06001	1150990
06003	484220
06005	439230
06007	250500
06009	458970
06011	389680
06013	894240
06015	332020
06017	750080
06019	427160
06021	351550
06023	500000
06025	375100
06027	351550
06029	388760
06031	376990
06033	445490
06035	269590
06037	924540
06039	407250
06041	1630020
06043	371920
06045	530240
06047	461080
06049	220240
06051	534290
06053	851530
06055	860130
06057	672360
06059	1072580
06061	730880
06063	340130
06065	633070
06067	579040
06069	838460
06071	566580
06073	980530
06075	1453020
06077	570650
06079	913630
06081	1608890
06083	894110
06085	1588730
06087	1041120
06089	365920
06091	347090
06093	295560
06095	645910
06097	829690
06099	496790
06101	442840
06103	335350
06105	341790
06107	371320
06109	421990
06111	905820
06113	661580
06115	427860
08001	284500
08003	242900
08005	596790
08007	501110
08009	135440
08011	153090
08013	828810
08014	695150
08015	664410
08017	121000
08019	602580
08021	179950
08023	190160
08025	118450
08027	444500
08029	407500
08031	659070
08033	257440
08035	510000
08037	904420
08039	760000
08041	0
08043	327450
08045	800000
08047	539250
08049	1031600
08051	662970
08053	487120
08055	284970
08057	277530
08059	679470
08061	164960
08063	245780
08065	445490
08067	609570
08069	595970
08071	238120
08073	257660
08075	253220
08077	429410
08079	458480
08081	291410
08083	342030
08085	397310
08087	332260
08089	178400
08091	743900
08093	514730
08095	283420
08097	1255780
08099	167520
08101	318630
08103	270200
08105	239120
08107	839480
08109	222030
08111	451710
08113	680620
08115	158420
08117	944390
08119	472340
08121	242340
08123	501580
08125	239340
09001	615000
09003	360000
09005	450000
09007	470000
09009	405000
09011	379000
09013	405000
09015	269950
10001	335000
10003	400430
10005	0
11001	755190
12001	341840
12003	133200
12005	365000
12007	349729
12009	585000
12011	514560
12013	93090
12015	324950
12017	306420
12019	104760
12021	613730
12023	377840
12027	277500
12029	106500
12031	240000
12033	299500
12035	250000
12037	181880
12039	165670
12041	212680
12043	126170
12045	259050
12047	110000
12049	142220
